company,title,date,link
Crypto.com,Senior FullStack Developer (React Native)- MainApp Web,2026-01-27,https://hk.linkedin.com/jobs/view/senior-fullstack-developer-react-native-mainapp-web-at-crypto-com-4077654527?position=49&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=YvvOtMJ2%2Fl6T2aC2oUPdqw%3D%3D
AVISTA GROUP,Software Engineer,2025-09-17,https://hk.linkedin.com/jobs/view/software-engineer-at-avista-group-4311089405?position=50&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=PkO2DBoRWaE7LpExxu%2FDCQ%3D%3D
Crypto.com,Senior Backend Developer,2026-02-12,https://hk.linkedin.com/jobs/view/senior-backend-developer-at-crypto-com-4309542232?position=51&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=ErC97Tij4XRvjRPqajEMZA%3D%3D
Arup,Graduate Digital Engineer (2026),2026-02-02,https://hk.linkedin.com/jobs/view/graduate-digital-engineer-2026-at-arup-4345577591?position=52&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=KyGiqAYnSxjr9uv06kxudw%3D%3D
Wati,Software Engineer II - Backend,2025-12-08,https://hk.linkedin.com/jobs/view/software-engineer-ii-backend-at-wati-4342660637?position=53&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=%2BBDLjKoQgFguCmAEJMXsVQ%3D%3D
Futu Holdings Limited,Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-trading-system-at-futu-holdings-limited-4364125134?position=54&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=xHvMt8EFsCCguSBD%2BEfznw%3D%3D
Wati,Software Developer I/II (Frontend),2026-01-22,https://hk.linkedin.com/jobs/view/software-developer-i-ii-frontend-at-wati-4365245956?position=55&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=KuSt0O2qQfGziwWw%2BTDQZQ%3D%3D
CoinMarketCap,LLM Algorithm Engineer,2025-04-29,https://hk.linkedin.com/jobs/view/llm-algorithm-engineer-at-coinmarketcap-4219194193?position=56&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=T1kt1H2YgoHaERoU3n%2B0XA%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,Senior Engineer (PI) / Engineer (PI),2026-01-31,https://hk.linkedin.com/jobs/view/senior-engineer-pi-engineer-pi-at-astri-hong-kong-applied-science-and-technology-research-institute-4315308207?position=57&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=%2F2IxA5LCT2G3Kxm2vg%2BMGQ%3D%3D
Crypto.com,Senior Mobile Developer / Mobile Developer (React Native),2026-02-03,https://hk.linkedin.com/jobs/view/senior-mobile-developer-mobile-developer-react-native-at-crypto-com-4175821671?position=58&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=2splogyveJKepMzwKnkg8Q%3D%3D
Bloomberg,"Senior Data Management Professional - Data Engineer - ESG Data (Korean speaker), Hong Kong",2026-01-27,https://hk.linkedin.com/jobs/view/senior-data-management-professional-data-engineer-esg-data-korean-speaker-hong-kong-at-bloomberg-4356042631?position=59&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=D8IV%2BUXYFVZtBzWlexpzpw%3D%3D
Crypto.com,Senior Software Developer - Golang,2026-02-12,https://hk.linkedin.com/jobs/view/senior-software-developer-golang-at-crypto-com-4309546032?position=60&pageNum=0&refId=B9hgQngWT0%2FxSINVrPy2ug%3D%3D&trackingId=LuC9DgdnTC7p5CfuLxAjzA%3D%3D
China Tourism Group,助理工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E5%8A%A9%E7%90%86%E5%B7%A5%E7%A8%8B%E5%B8%88-at-china-tourism-group-4165515659?position=1&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3%2FLSQT0m0zDOCbyreZl0bA%3D%3D
Wati,Devops Engineer I - Shenzhen,2025-11-17,https://hk.linkedin.com/jobs/view/devops-engineer-i-shenzhen-at-wati-4336463611?position=2&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=X9hrRj%2FlwaPN3XXJVcjePg%3D%3D
Crypto.com,Trading Java Developer,2026-02-09,https://hk.linkedin.com/jobs/view/trading-java-developer-at-crypto-com-4251809927?position=3&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=SaK%2F%2BsgF7ejCs20Z8d8n8Q%3D%3D
合肥科迈捷智能传感技术有限公司,计算流体动力学研究员,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%AE%A1%E7%AE%97%E6%B5%81%E4%BD%93%E5%8A%A8%E5%8A%9B%E5%AD%A6%E7%A0%94%E7%A9%B6%E5%91%98-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165933388?position=4&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=MrNgfTtTYqdBfRdVcUjT%2Fw%3D%3D
Futu Holdings Limited,Fresh Grad Hire - System Testing Engineer (Banking Business),2026-02-03,https://hk.linkedin.com/jobs/view/fresh-grad-hire-system-testing-engineer-banking-business-at-futu-holdings-limited-4357376211?position=5&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=Q499HVcp%2FvHovr7KZk99bA%3D%3D
Wati,Software Engineer II - Mobile,2025-12-04,https://hk.linkedin.com/jobs/view/software-engineer-ii-mobile-at-wati-4341788214?position=6&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3IICA5pJwFqtpBLZ44Tz4Q%3D%3D
hermeneutic Investments,Senior QA Engineer - Asian Timezones,2026-02-12,https://hk.linkedin.com/jobs/view/senior-qa-engineer-asian-timezones-at-hermeneutic-investments-4371817966?position=7&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=3h%2B5oK16Vajvqu%2Fzdkr2sg%3D%3D
Wati,Backend Software Engineer (AI Agent)- Shenzhen,2025-10-30,https://hk.linkedin.com/jobs/view/backend-software-engineer-ai-agent-shenzhen-at-wati-4333014332?position=8&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=O6l21guOPA6GrfJHjwnqwg%3D%3D
Crypto.com,Senior DataOps Engineer - MainApp infrastructure,N/A,https://hk.linkedin.com/jobs/view/senior-dataops-engineer-mainapp-infrastructure-at-crypto-com-4309530589?position=9&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=D2mPIbNTMKoLeFqHH5m7IA%3D%3D
Ergonia,DeFi Engineer,2025-11-26,https://hk.linkedin.com/jobs/view/defi-engineer-at-ergonia-4339039810?position=10&pageNum=2&refId=mX8QxDe4LGY13hQTKqPylw%3D%3D&trackingId=5os0cP9zplo%2FHVtOjnK8LA%3D%3D
Crypto.com,Senior Backend Developer,2026-02-12,https://hk.linkedin.com/jobs/view/senior-backend-developer-at-crypto-com-4309542232?position=1&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=sOwP0NQWYQFlHLFGN3qmTQ%3D%3D
Arup,Graduate Digital Engineer (2026),2026-02-02,https://hk.linkedin.com/jobs/view/graduate-digital-engineer-2026-at-arup-4345577591?position=2&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=oOaYSpa1nLKNejK2UcRL4g%3D%3D
Wati,Software Engineer II - Backend,2025-12-08,https://hk.linkedin.com/jobs/view/software-engineer-ii-backend-at-wati-4342660637?position=3&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=oaMhGpGNMrUJJmDl0OQHeA%3D%3D
Futu Holdings Limited,Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/testing-engineer-trading-system-at-futu-holdings-limited-4364125134?position=4&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=WdWJOBVpRDvUqB8%2F4b1Avw%3D%3D
Wati,Software Developer I/II (Frontend),2026-01-22,https://hk.linkedin.com/jobs/view/software-developer-i-ii-frontend-at-wati-4365245956?position=5&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=g5RUfdMOikeoBj%2FKaj0yhg%3D%3D
CoinMarketCap,LLM Algorithm Engineer,2025-04-29,https://hk.linkedin.com/jobs/view/llm-algorithm-engineer-at-coinmarketcap-4219194193?position=6&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=Lb07N%2Bbg9gZoSqFIYW%2F3qg%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,Senior Engineer (PI) / Engineer (PI),2026-01-31,https://hk.linkedin.com/jobs/view/senior-engineer-pi-engineer-pi-at-astri-hong-kong-applied-science-and-technology-research-institute-4315308207?position=7&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=r3G4QH%2Fgbc6aUVJHikiYyA%3D%3D
Crypto.com,Senior Mobile Developer / Mobile Developer (React Native),2026-02-03,https://hk.linkedin.com/jobs/view/senior-mobile-developer-mobile-developer-react-native-at-crypto-com-4175821671?position=8&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=dY6tHPNnqy0x%2Bmw1baMaLA%3D%3D
Bloomberg,"Senior Data Management Professional - Data Engineer - ESG Data (Korean speaker), Hong Kong",2026-01-27,https://hk.linkedin.com/jobs/view/senior-data-management-professional-data-engineer-esg-data-korean-speaker-hong-kong-at-bloomberg-4356042631?position=9&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=CmMWImnCasPJFJpml2geGQ%3D%3D
Crypto.com,Senior Software Developer - Golang,2026-02-12,https://hk.linkedin.com/jobs/view/senior-software-developer-golang-at-crypto-com-4309546032?position=10&pageNum=5&refId=Dn666OLhAy8Mj0dHWD3Afg%3D%3D&trackingId=YBxgndrtzII%2Bt6fbk0zcQQ%3D%3D
Microsoft,Senior/Principal Researcher,2026-02-04,https://hk.linkedin.com/jobs/view/senior-principal-researcher-at-microsoft-4341505266?position=1&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=2mVtAgwN%2FqMtq%2Fc6TykI3Q%3D%3D
Lalamove,Senior Data Platform Engineer,2026-01-20,https://hk.linkedin.com/jobs/view/senior-data-platform-engineer-at-lalamove-4354942472?position=2&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=UdE5ssoEdCJFZBoqEifBwA%3D%3D
Futu Holdings Limited,Senior Testing Engineer (Trading System),N/A,https://hk.linkedin.com/jobs/view/senior-testing-engineer-trading-system-at-futu-holdings-limited-4364451036?position=3&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=Kn7milaI71o2uowzaX7nhg%3D%3D
佛山市汇江混凝土有限公司,氢能研发工程师（香港工作）,2025-02-23,https://hk.linkedin.com/jobs/view/%E6%B0%A2%E8%83%BD%E7%A0%94%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88%EF%BC%88%E9%A6%99%E6%B8%AF%E5%B7%A5%E4%BD%9C%EF%BC%89-at-%E4%BD%9B%E5%B1%B1%E5%B8%82%E6%B1%87%E6%B1%9F%E6%B7%B7%E5%87%9D%E5%9C%9F%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165945667?position=4&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=e8U8GXZzuiqy6cpeynLq3Q%3D%3D
Crypto.com,"C++ Trading Developer, Quant Trading Team",2026-01-27,https://hk.linkedin.com/jobs/view/c%2B%2B-trading-developer-quant-trading-team-at-crypto-com-4077831150?position=5&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=xxV62BJimv0VYVtBjd55nA%3D%3D
Futu Holdings Limited,Senior Backend Developer (Web 3),2026-02-03,https://hk.linkedin.com/jobs/view/senior-backend-developer-web-3-at-futu-holdings-limited-4357466360?position=6&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=v68Ws6fJLLj8IofxGNYv3w%3D%3D
Deloitte,Consultant/ Senior Consultant (Data Engineer) - AI & Data - Hong Kong(314899),2026-01-31,https://hk.linkedin.com/jobs/view/consultant-senior-consultant-data-engineer-ai-data-hong-kong-314899-at-deloitte-4304531839?position=7&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=AwPTaw%2BIFsvS9KnnuAHqyw%3D%3D
中科软科技股份有限公司,运维工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E8%BF%90%E7%BB%B4%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E4%B8%AD%E7%A7%91%E8%BD%AF%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165569249?position=8&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=O5fM0TYZplh9S9cQWQ0tKQ%3D%3D
TransUnion,"Senior Consultant, Data Science and Analytics",2026-02-06,https://hk.linkedin.com/jobs/view/senior-consultant-data-science-and-analytics-at-transunion-4235019543?position=9&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=Ys9UcYF43AvJ8wPWXu%2BMuQ%3D%3D
Crypto.com,Senior Frontend Developer (Exchange/Trading Platform),2026-02-05,https://hk.linkedin.com/jobs/view/senior-frontend-developer-exchange-trading-platform-at-crypto-com-4305850269?position=10&pageNum=7&refId=eD7d619Xtk1RuUMUupBZaA%3D%3D&trackingId=MYA70o2Z1tAPQvhW48hWjQ%3D%3D
Nex,Software Engineer (Developer Experience),2026-02-09,https://hk.linkedin.com/jobs/view/software-engineer-developer-experience-at-nex-4351948611?position=1&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=Rw0%2BB%2FZHi0EnZ2X64IGwgg%3D%3D
合肥科迈捷智能传感技术有限公司,Digital Signal Processing Researcher,2025-02-23,https://hk.linkedin.com/jobs/view/digital-signal-processing-researcher-at-%E5%90%88%E8%82%A5%E7%A7%91%E8%BF%88%E6%8D%B7%E6%99%BA%E8%83%BD%E4%BC%A0%E6%84%9F%E6%8A%80%E6%9C%AF%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4163986543?position=2&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=wwRnQyDbZ30eAwHXd%2FKGhw%3D%3D
FCC ANALYTICS,Full Stack Web Developer,2025-12-04,https://hk.linkedin.com/jobs/view/full-stack-web-developer-at-fcc-analytics-4308291999?position=3&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=LFeHi481EtEHPclcxE%2FRNw%3D%3D
Feedzai,Software Engineer - Data Orchestration,2026-02-08,https://hk.linkedin.com/jobs/view/software-engineer-data-orchestration-at-feedzai-4304702109?position=4&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=bj2%2FfeoAUI%2BOTWWJ8fipEA%3D%3D
深圳市阿尔卫科技有限公司,推荐系统策略开发工程师,2025-02-23,https://hk.linkedin.com/jobs/view/%E6%8E%A8%E8%8D%90%E7%B3%BB%E7%BB%9F%E7%AD%96%E7%95%A5%E5%BC%80%E5%8F%91%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E6%B7%B1%E5%9C%B3%E5%B8%82%E9%98%BF%E5%B0%94%E5%8D%AB%E7%A7%91%E6%8A%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4165117317?position=5&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=21NZI1gErgK0CSpUpQV34A%3D%3D
Data Intellect,Senior kdb+ Developer,2025-12-31,https://hk.linkedin.com/jobs/view/senior-kdb%2B-developer-at-data-intellect-4350879134?position=6&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=43%2BFw4S0xdomzw5bXTIVJA%3D%3D
Selby Jennings,Quant Researcher - Monetization (Tier 1 Prop Trading Firm),2026-01-26,https://hk.linkedin.com/jobs/view/quant-researcher-monetization-tier-1-prop-trading-firm-at-selby-jennings-4319246061?position=7&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=gg8e2Dcq7Lv%2FmHLy5UWn2Q%3D%3D
Nex,"Software Engineer, Connected Play",2026-01-27,https://hk.linkedin.com/jobs/view/software-engineer-connected-play-at-nex-4366387517?position=8&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=X0mxoOi%2BdJgpnyYAGU8DoQ%3D%3D
Susquehanna International Group,Quantitative C++ developer,2026-01-24,https://hk.linkedin.com/jobs/view/quantitative-c%2B%2B-developer-at-susquehanna-international-group-4323632497?position=9&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=n%2Fxl1E3HeGgq2h9lEoxd2g%3D%3D
Manulife,Full Stack Software Engineer,2026-02-12,https://hk.linkedin.com/jobs/view/full-stack-software-engineer-at-manulife-4322169195?position=10&pageNum=10&refId=5so3b1nlMqm5UKeudExL9w%3D%3D&trackingId=5DiVuTJMd%2BpBfpMtiwQisw%3D%3D
Susquehanna International Group,C++ Developer - FIX,2026-01-30,https://hk.linkedin.com/jobs/view/c%2B%2B-developer-fix-at-susquehanna-international-group-4367099707?position=1&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=N4uJa0KBLi9fWkSs1aGp3w%3D%3D
CL Technical Services Limited,"Web and Mobile Developer (Java & C#, over $40K)",2026-01-28,https://hk.linkedin.com/jobs/view/web-and-mobile-developer-java-c%23-over-%2440k-at-cl-technical-services-limited-4366505822?position=2&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=yFKv08nMHtZWvUe%2FDzpJMA%3D%3D
Deloitte,(Senior) Consultant/ Manager (Data Analyst) - AI & Data - Hong Kong(314900),2026-01-31,https://hk.linkedin.com/jobs/view/senior-consultant-manager-data-analyst-ai-data-hong-kong-314900-at-deloitte-4304525955?position=3&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=CIYCa%2B97Vq7HpKUnB9EGWw%3D%3D
Susquehanna International Group,Trading Systems Developer - HK,2026-02-06,https://hk.linkedin.com/jobs/view/trading-systems-developer-hk-at-susquehanna-international-group-4206411787?position=4&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=rUoUqGsTo%2BwJM90HVpfLEA%3D%3D
Hong Kong Exchanges and Clearing Limited (HKEX),Associate (12 months contract) – Post Trade Business Implementation and Analytics,2025-03-27,https://hk.linkedin.com/jobs/view/associate-12-months-contract-%E2%80%93-post-trade-business-implementation-and-analytics-at-hong-kong-exchanges-and-clearing-limited-hkex-4172016195?position=5&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=n9xvhOGSFZh5wc9Dm4MHXA%3D%3D
Jump Trading,Quantitative Researcher | Trading team,2026-02-05,https://hk.linkedin.com/jobs/view/quantitative-researcher-trading-team-at-jump-trading-4359019773?position=6&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=7nEfWLIDiciDr%2B4bd%2BJYTA%3D%3D
Eclipse Trading,Low Latency C++ Engineer,2024-11-04,https://hk.linkedin.com/jobs/view/low-latency-c%2B%2B-engineer-at-eclipse-trading-4068141185?position=7&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=g4Q3hY4%2BJUajpGhsim1RFA%3D%3D
ASTRI - Hong Kong Applied Science and Technology Research Institute,"Senior Engineer / Engineer, Networking Software",2026-02-10,https://hk.linkedin.com/jobs/view/senior-engineer-engineer-networking-software-at-astri-hong-kong-applied-science-and-technology-research-institute-4278702218?position=8&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=waso8fBo0HTa0jAbMbfn7A%3D%3D
AppTask,Web Application Developer (ASP.NET/PHP/Python),2024-03-11,https://hk.linkedin.com/jobs/view/web-application-developer-asp-net-php-python-at-apptask-3852466661?position=9&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=J4bbl8Rt5GzgwcgeGnh7Bg%3D%3D
Feedzai,Expert Software Engineer - Data Orchestration,2026-02-08,https://hk.linkedin.com/jobs/view/expert-software-engineer-data-orchestration-at-feedzai-4304299190?position=10&pageNum=12&refId=NqD%2BFvXPGjCXM4PIaKEHpw%3D%3D&trackingId=laTXqrCo%2FP9n4eWgsM0G7Q%3D%3D
Amazon Web Services (AWS),"Data Center Infrastructure Engineer , Data Center Operations, HKG - DCO",2026-01-31,https://hk.linkedin.com/jobs/view/data-center-infrastructure-engineer-data-center-operations-hkg-dco-at-amazon-web-services-aws-4334804626?position=1&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=KX%2Fth%2FiU%2BzutckADEYmiIA%3D%3D
Bloomberg,"Senior Data Management Professional - Data Engineer - BNEF Data, Hong Kong",2026-01-28,https://hk.linkedin.com/jobs/view/senior-data-management-professional-data-engineer-bnef-data-hong-kong-at-bloomberg-4351755625?position=2&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=VEShqqfLoYmNqgJQN7clYQ%3D%3D
北京城建设计发展集团股份有限公司,BIM工程师,2025-02-23,https://hk.linkedin.com/jobs/view/bim%E5%B7%A5%E7%A8%8B%E5%B8%88-at-%E5%8C%97%E4%BA%AC%E5%9F%8E%E5%BB%BA%E8%AE%BE%E8%AE%A1%E5%8F%91%E5%B1%95%E9%9B%86%E5%9B%A2%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4164479070?position=3&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=VHlN2YK%2FPm2NrdEWcfFg%2FA%3D%3D
BTSE,(Sr.) Quant Developer - Pricing,2026-01-30,https://hk.linkedin.com/jobs/view/sr-quant-developer-pricing-at-btse-4334017143?position=4&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=e3YgiemQDPAiQ66efnzwhA%3D%3D
Amazon Web Services (AWS),"Data Center Infrastructure Engineer, HKG - DCO",2026-02-06,https://hk.linkedin.com/jobs/view/data-center-infrastructure-engineer-hkg-dco-at-amazon-web-services-aws-4342135905?position=5&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=bz9ooQDuSVs0XTRoDASbyg%3D%3D
Millennium,Off-Cycle Trading Intern - Quantitative Researcher,2026-01-30,https://hk.linkedin.com/jobs/view/off-cycle-trading-intern-quantitative-researcher-at-millennium-4367244938?position=6&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=PYSS%2BpvrXcrYnh%2Bi01IVXg%3D%3D
Hitachi Rail,"Software Engineer, Product Configuration",2026-01-27,https://hk.linkedin.com/jobs/view/software-engineer-product-configuration-at-hitachi-rail-4358193711?position=7&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=Hv8F%2FvIbOJWF2uBLXd3vRg%3D%3D
Hong Kong Exchanges and Clearing Limited (HKEX),Associate (12 months contract) – Post Trade Business Implementation & Analytics,2025-11-10,https://hk.linkedin.com/jobs/view/associate-12-months-contract-%E2%80%93-post-trade-business-implementation-analytics-at-hong-kong-exchanges-and-clearing-limited-hkex-4334786585?position=8&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=MIOTQiPHvtNZ0C9%2FO8inTA%3D%3D
Mox Bank,"Analyst / Manager, Risk Data and Intelligence",2026-01-05,https://hk.linkedin.com/jobs/view/analyst-manager-risk-data-and-intelligence-at-mox-bank-4349388822?position=9&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=2Vbb%2FUiwUEpygmh5Jz%2BVnQ%3D%3D
BNP Paribas,"Senior / Lead Full Stack Developer, Reporting Solution - AVP",2026-01-28,https://hk.linkedin.com/jobs/view/senior-lead-full-stack-developer-reporting-solution-avp-at-bnp-paribas-4320379391?position=10&pageNum=15&refId=uVCKA1DHkaQmUaU0a1Yyjw%3D%3D&trackingId=XiFNHQRz2lq8TtuqXggJuw%3D%3D
